technology,dst_region,region,agent,sector,type,year,capacity,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A1,industry,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A1,industry,retrofit,2035,19982.2521,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A1,industry,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A1,industry,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A1,industry,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A1,industry,retrofit,2035,18657.0022,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A1,industry,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A1,industry,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A1,industry,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A1,industry,retrofit,2035,16701.3933,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A1,industry,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A1,industry,retrofit,2035,19924.9995,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A1,industry,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A1,industry,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A1,industry,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A1,industry,retrofit,2035,19968.8639,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A1,industry,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A1,industry,retrofit,2035,14984.4319,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2035,11707.0145,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2035,10853.5073,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A1,industry,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A1,industry,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A2,industry,retrofit,2035,10.4495,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A2,industry,retrofit,2035,19989.5505,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A2,industry,retrofit,2035,5.2247,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A2,industry,retrofit,2035,19994.7753,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A2,industry,retrofit,2035,40.6696,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A2,industry,retrofit,2035,19918.6608,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A2,industry,retrofit,2035,20.3348,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A2,industry,retrofit,2035,19959.3304,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A2,industry,retrofit,2035,35.4957,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A2,industry,retrofit,2035,19964.5043,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A2,industry,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A2,industry,retrofit,2035,19982.2521,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A2,industry,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A2,industry,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A2,industry,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A2,industry,retrofit,2035,18657.0022,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A2,industry,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A2,industry,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A2,industry,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A2,industry,retrofit,2035,16701.3933,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A2,industry,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A2,industry,retrofit,2035,19924.9995,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A2,industry,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A2,industry,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A2,industry,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A2,industry,retrofit,2035,19968.8639,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A2,industry,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A2,industry,retrofit,2035,14984.4319,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2035,11707.0145,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2035,10853.5073,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A2,industry,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A2,industry,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A1,transport,retrofit,2035,10.4495,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A1,transport,retrofit,2035,19989.5505,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A1,transport,retrofit,2035,5.2247,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A1,transport,retrofit,2035,19994.7753,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A1,transport,retrofit,2035,40.6696,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A1,transport,retrofit,2035,19918.6608,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A1,transport,retrofit,2035,20.3348,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A1,transport,retrofit,2035,19959.3304,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A1,transport,retrofit,2035,35.4957,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A1,transport,retrofit,2035,19964.5043,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A1,transport,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A1,transport,retrofit,2035,19982.2521,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A1,transport,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A1,transport,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A1,transport,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A1,transport,retrofit,2035,18657.0022,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A1,transport,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A1,transport,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A1,transport,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A1,transport,retrofit,2035,16701.3933,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A1,transport,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A1,transport,retrofit,2035,19924.9995,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A1,transport,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A1,transport,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A1,transport,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A1,transport,retrofit,2035,19968.8639,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A1,transport,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A1,transport,retrofit,2035,14984.4319,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2035,11707.0145,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2035,10853.5073,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A1,transport,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A1,transport,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A2,transport,retrofit,2035,10.4495,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A2,transport,retrofit,2035,19989.5505,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A2,transport,retrofit,2035,5.2247,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A2,transport,retrofit,2035,19994.7753,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A2,transport,retrofit,2035,40.6696,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A2,transport,retrofit,2035,19918.6608,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A2,transport,retrofit,2035,20.3348,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A2,transport,retrofit,2035,19959.3304,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A2,transport,retrofit,2035,35.4957,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A2,transport,retrofit,2035,19964.5043,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A2,transport,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A2,transport,retrofit,2035,19982.2521,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A2,transport,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A2,transport,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A2,transport,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A2,transport,retrofit,2035,18657.0022,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A2,transport,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A2,transport,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A2,transport,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A2,transport,retrofit,2035,16701.3933,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A2,transport,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A2,transport,retrofit,2035,19924.9995,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A2,transport,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A2,transport,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A2,transport,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A2,transport,retrofit,2035,19968.8639,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A2,transport,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A2,transport,retrofit,2035,14984.4319,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2035,11707.0145,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2035,10853.5073,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A2,transport,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A2,transport,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A1,agriculture,retrofit,2035,10.4495,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A1,agriculture,retrofit,2035,19989.5505,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A1,agriculture,retrofit,2035,5.2247,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A1,agriculture,retrofit,2035,19994.7753,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A1,agriculture,retrofit,2035,40.6696,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A1,agriculture,retrofit,2035,19959.3304,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A1,agriculture,retrofit,2035,20.3348,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A1,agriculture,retrofit,2035,19979.6652,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A1,agriculture,retrofit,2035,35.4957,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A1,agriculture,retrofit,2035,9929.0085,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A1,agriculture,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A1,agriculture,retrofit,2035,9964.5043,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A1,agriculture,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A1,agriculture,retrofit,2035,19965.4066,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A1,agriculture,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A1,agriculture,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A1,agriculture,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A1,agriculture,retrofit,2035,19973.2212,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A1,agriculture,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A1,agriculture,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A1,agriculture,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A1,agriculture,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A1,agriculture,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A1,agriculture,retrofit,2035,19981.2499,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A1,agriculture,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A1,agriculture,retrofit,2035,19993.3585,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A1,agriculture,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A1,agriculture,retrofit,2035,19996.6793,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2035,12559.6691,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A1,agriculture,retrofit,2035,11279.8346,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A1,agriculture,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A1,agriculture,retrofit,2035,15411.8595,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A1,agriculture,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A1,agriculture,retrofit,2035,12705.9297,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A2,agriculture,retrofit,2035,10.4495,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A2,agriculture,retrofit,2035,19989.5505,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A2,agriculture,retrofit,2035,5.2247,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A2,agriculture,retrofit,2035,19994.7753,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A2,agriculture,retrofit,2035,40.6696,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A2,agriculture,retrofit,2035,19959.3304,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A2,agriculture,retrofit,2035,20.3348,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A2,agriculture,retrofit,2035,19979.6652,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A2,agriculture,retrofit,2035,35.4957,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A2,agriculture,retrofit,2035,9929.0085,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A2,agriculture,retrofit,2035,17.7479,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A2,agriculture,retrofit,2035,9964.5043,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A2,agriculture,retrofit,2035,17.2967,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A2,agriculture,retrofit,2035,19965.4066,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A2,agriculture,retrofit,2035,8.6484,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A2,agriculture,retrofit,2035,19982.7033,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A2,agriculture,retrofit,2035,13.3894,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A2,agriculture,retrofit,2035,19973.2212,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A2,agriculture,retrofit,2035,6.6947,,,,,,,,,,,,,,,,,,,
agr_tec2,North,North,A2,agriculture,retrofit,2035,19986.6106,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A2,agriculture,retrofit,2035,37.5002,,,,,,,,,,,,,,,,,,,
agr_tec,Northeast,Northeast,A2,agriculture,retrofit,2035,19962.4998,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A2,agriculture,retrofit,2035,18.7501,,,,,,,,,,,,,,,,,,,
agr_tec2,Northeast,Northeast,A2,agriculture,retrofit,2035,19981.2499,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A2,agriculture,retrofit,2035,6.6415,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalif,BajaCalif,A2,agriculture,retrofit,2035,19993.3585,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A2,agriculture,retrofit,2035,3.3207,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalif,BajaCalif,A2,agriculture,retrofit,2035,19996.6793,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2035,1.7053,,,,,,,,,,,,,,,,,,,
agr_tec,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2035,12559.6691,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2035,0.8527,,,,,,,,,,,,,,,,,,,
agr_tec2,BajaCalifSouth,BajaCalifSouth,A2,agriculture,retrofit,2035,11279.8346,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A2,agriculture,retrofit,2035,5.4065,,,,,,,,,,,,,,,,,,,
agr_tec,Peninsular,Peninsular,A2,agriculture,retrofit,2035,15411.8595,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A2,agriculture,retrofit,2035,2.7032,,,,,,,,,,,,,,,,,,,
agr_tec2,Peninsular,Peninsular,A2,agriculture,retrofit,2035,12705.9297,,,,,,,,,,,,,,,,,,,
BIO,Central,Central,A1,power,agent,2035,0.0133,,,,,,,,,,,,,,,,,,,
GAS_GT,Central,Central,A1,power,agent,2035,55.5719,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Central,A1,power,agent,2035,15.0578,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Central,A1,power,agent,2035,18.0007,,,,,,,,,,,,,,,,,,,
HYD,Central,Central,A1,power,agent,2035,1.0776,,,,,,,,,,,,,,,,,,,
OIL,Central,Central,A1,power,agent,2035,1.836,,,,,,,,,,,,,,,,,,,
PV_GND,Central,Central,A1,power,agent,2035,0.2794,,,,,,,,,,,,,,,,,,,
BIO,Eastern,Eastern,A1,power,agent,2035,2.1952,,,,,,,,,,,,,,,,,,,
GAS_GT,Eastern,Eastern,A1,power,agent,2035,60.231,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Eastern,A1,power,agent,2035,11.7676,,,,,,,,,,,,,,,,,,,
HYD,Eastern,Eastern,A1,power,agent,2035,89.0187,,,,,,,,,,,,,,,,,,,
NUCL,Eastern,Eastern,A1,power,agent,2035,21.5529,,,,,,,,,,,,,,,,,,,
OIL,Eastern,Eastern,A1,power,agent,2035,3.8848,,,,,,,,,,,,,,,,,,,
WIND_ON,Eastern,Eastern,A1,power,agent,2035,36.8262,,,,,,,,,,,,,,,,,,,
BIO,Western,Western,A1,power,agent,2035,0.5322,,,,,,,,,,,,,,,,,,,
COAL,Western,Western,A1,power,agent,2035,44.5692,,,,,,,,,,,,,,,,,,,
GAS_GT,Western,Western,A1,power,agent,2035,72.0026,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Western,A1,power,agent,2035,15.5367,,,,,,,,,,,,,,,,,,,
GEOTH,Western,Western,A1,power,agent,2035,4.1908,,,,,,,,,,,,,,,,,,,
HYD,Western,Western,A1,power,agent,2035,65.3638,,,,,,,,,,,,,,,,,,,
OIL,Western,Western,A1,power,agent,2035,10.9893,,,,,,,,,,,,,,,,,,,
PV_GND,Western,Western,A1,power,agent,2035,10.2443,,,,,,,,,,,,,,,,,,,
WIND_ON,Western,Western,A1,power,agent,2035,13.7034,,,,,,,,,,,,,,,,,,,
GAS_GT,Northwest,Northwest,A1,power,agent,2035,62.1468,,,,,,,,,,,,,,,,,,,
GAS_GT,North,Northwest,A1,power,agent,2035,17.4578,,,,,,,,,,,,,,,,,,,
HYD,Northwest,Northwest,A1,power,agent,2035,12.7721,,,,,,,,,,,,,,,,,,,
OIL,Northwest,Northwest,A1,power,agent,2035,0.745,,,,,,,,,,,,,,,,,,,
PV_GND,Northwest,Northwest,A1,power,agent,2035,6.0667,,,,,,,,,,,,,,,,,,,
WIND_ON,Northwest,Northwest,A1,power,agent,2035,0.0266,,,,,,,,,,,,,,,,,,,
BIO,North,North,A1,power,agent,2035,0.1197,,,,,,,,,,,,,,,,,,,
GAS_GT,North,North,A1,power,agent,2035,58.1928,,,,,,,,,,,,,,,,,,,
HYD,North,North,A1,power,agent,2035,0.3725,,,,,,,,,,,,,,,,,,,
OIL,North,North,A1,power,agent,2035,1.53,,,,,,,,,,,,,,,,,,,
PV_GND,North,North,A1,power,agent,2035,15.1003,,,,,,,,,,,,,,,,,,,
BIO,Northeast,Northeast,A1,power,agent,2035,0.2528,,,,,,,,,,,,,,,,,,,
COAL,Northeast,Northeast,A1,power,agent,2035,17.5616,,,,,,,,,,,,,,,,,,,
GAS_GT,Northeast,Northeast,A1,power,agent,2035,191.0357,,,,,,,,,,,,,,,,,,,
HYD,Northeast,Northeast,A1,power,agent,2035,1.5699,,,,,,,,,,,,,,,,,,,
OIL,Northeast,Northeast,A1,power,agent,2035,2.9802,,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Northeast,A1,power,agent,2035,6.1732,,,,,,,,,,,,,,,,,,,
WIND_ON,Northeast,Northeast,A1,power,agent,2035,33.5533,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalif,BajaCalif,A1,power,agent,2035,29.9213,,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalif,BajaCalif,A1,power,agent,2035,7.1843,,,,,,,,,,,,,,,,,,,
OIL,BajaCalif,BajaCalif,A1,power,agent,2035,0.0266,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,BajaCalif,A1,power,agent,2035,0.0931,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalif,BajaCalif,A1,power,agent,2035,0.133,,,,,,,,,,,,,,,,,,,
GAS_GT,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,1.5034,,,,,,,,,,,,,,,,,,,
OIL,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,6.3195,,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,1.1043,,,,,,,,,,,,,,,,,,,
WIND_ON,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2035,0.6652,,,,,,,,,,,,,,,,,,,
GAS_GT,Peninsular,Peninsular,A1,power,agent,2035,11.7676,,,,,,,,,,,,,,,,,,,
OIL,Peninsular,Peninsular,A1,power,agent,2035,0.2129,,,,,,,,,,,,,,,,,,,
PV_GND,Peninsular,Peninsular,A1,power,agent,2035,9.2598,,,,,,,,,,,,,,,,,,,
PV_RFT,Peninsular,Peninsular,A1,power,agent,2035,0.0798,,,,,,,,,,,,,,,,,,,
WIND_ON,Peninsular,Peninsular,A1,power,agent,2035,3.4059,,,,,,,,,,,,,,,,,,,
BIO,Central,Central,A2,power,agent,2035,0.0133,,,,,,,,,,,,,,,,,,,
